Date,Open,High,Low,Close,Volume,,,,,,,,,,,,,,,,,,,,
2011. 8. 24 오후 3:30:00,1788.39,1799.11,1744.07,1754.78,412561,,,,,,,,,,,,,,,,,,,,
2011. 8. 25 오후 3:30:00,1791.08,1803.77,1762.79,1764.58,398182,,,,,,,,,,,,,,,,,,,,
2011. 8. 26 오후 3:30:00,1754.39,1782.9,1754.39,1778.95,310994,,,,,,,,,,,,,,,,,,,,
2011. 8. 29 오후 3:30:00,1807.6,1836.66,1787.29,1829.5,339096,,,,,,,,,,,,,,,,,,,,
2011. 8. 30 오후 3:30:00,1853.77,1863.51,1835.65,1843.82,493170,,,,,,,,,,,,,,,,,,,,
2011. 8. 31 오후 3:30:00,1846.89,1880.11,1837.82,1880.11,410349,,,,,,,,,,,,,,,,,,,,
2011. 9. 1 오후 3:30:00,1887.21,1928.4,1877.4,1880.7,500399,,,,,,,,,,,,,,,,,,,,
2011. 9. 2 오후 3:30:00,1872.62,1890.86,1853.7,1867.75,442558,,,,,,,,,,,,,,,,,,,,
2011. 9. 5 오후 3:30:00,1829.3,1829.75,1785.82,1785.83,414041,,,,,,,,,,,,,,,,,,,,
2011. 9. 6 오후 3:30:00,1752.98,1790.47,1744.03,1766.71,505301,,,,,,,,,,,,,,,,,,,,
2011. 9. 7 오후 3:30:00,1811.6,1833.54,1798.79,1833.46,417888,,,,,,,,,,,,,,,,,,,,
2011. 9. 8 오후 3:30:00,1858.05,1858.05,1826.44,1846.64,416660,,,,,,,,,,,,,,,,,,,,
2011. 9. 9 오후 3:30:00,1817.1,1847.05,1812.9,1812.93,331918,,,,,,,,,,,,,,,,,,,,
2011. 9. 14 오후 3:30:00,1804.09,1807.47,1743.78,1749.16,339699,,,,,,,,,,,,,,,,,,,,
2011. 9. 15 오후 3:30:00,1797.18,1806.63,1742.91,1774.08,392100,,,,,,,,,,,,,,,,,,,,
2011. 9. 16 오후 3:30:00,1819.45,1844.52,1807.62,1840.1,430066,,,,,,,,,,,,,,,,,,,,
2011. 9. 19 오후 3:30:00,1818.9,1839.82,1813.1,1820.94,335584,,,,,,,,,,,,,,,,,,,,
2011. 9. 20 오후 3:30:00,1819.84,1840.73,1793.75,1837.97,321238,,,,,,,,,,,,,,,,,,,,
2011. 9. 21 오후 3:30:00,1842.17,1869.77,1831.95,1854.28,297584,,,,,,,,,,,,,,,,,,,,
2011. 9. 22 오후 3:30:00,1807.24,1819.81,1785.69,1800.55,295389,,,,,,,,,,,,,,,,,,,,
2011. 9. 23 오후 3:30:00,1736.38,1743.49,1697.39,1697.44,411836,,,,,,,,,,,,,,,,,,,,
2011. 9. 26 오후 3:30:00,1720.5,1721.03,1644.11,1652.71,424262,,,,,,,,,,,,,,,,,,,,
2011. 9. 27 오후 3:30:00,1704.25,1735.71,1695.05,1735.71,339821,,,,,,,,,,,,,,,,,,,,
2011. 9. 28 오후 3:30:00,1751.04,1762.67,1723.08,1723.09,344432,,,,,,,,,,,,,,,,,,,,
2011. 9. 29 오후 3:30:00,1713.1,1769.75,1706.9,1769.29,373918,,,,,,,,,,,,,,,,,,,,
2011. 9. 30 오후 3:30:00,1759.52,1774.29,1742.89,1769.65,354163,,,,,,,,,,,,,,,,,,,,
2011. 10. 4 오후 3:30:00,1683.94,1706.45,1658.06,1706.19,301541,,,,,,,,,,,,,,,,,,,,
2011. 10. 5 오후 3:30:00,1718.52,1718.52,1659.31,1666.52,336295,,,,,,,,,,,,,,,,,,,,
2011. 10. 6 오후 3:30:00,1714.84,1733.7,1707.77,1710.32,352625,,,,,,,,,,,,,,,,,,,,
2011. 10. 7 오후 3:30:00,1751.55,1765.43,1747.42,1759.77,334731,,,,,,,,,,,,,,,,,,,,
2011. 10. 10 오후 3:30:00,1763.3,1783.37,1761.68,1766.44,274638,,,,,,,,,,,,,,,,,,,,
2011. 10. 11 오후 3:30:00,1810.36,1811.14,1792.78,1795.02,399985,,,,,,,,,,,,,,,,,,,,
2011. 10. 12 오후 3:30:00,1789.65,1810.51,1778.97,1809.5,355346,,,,,,,,,,,,,,,,,,,,
2011. 10. 13 오후 3:30:00,1831.95,1837.49,1823.1,1823.1,431553,,,,,,,,,,,,,,,,,,,,
2011. 10. 14 오후 3:30:00,1816.19,1839.19,1803.42,1835.4,349010,,,,,,,,,,,,,,,,,,,,
2011. 10. 17 오후 3:30:00,1855.72,1865.18,1845.43,1865.18,367734,,,,,,,,,,,,,,,,,,,,
2011. 10. 18 오후 3:30:00,1826.44,1845.18,1822.91,1838.9,323455,,,,,,,,,,,,,,,,,,,,
2011. 10. 19 오후 3:30:00,1851.84,1855.93,1834.38,1855.92,340011,,,,,,,,,,,,,,,,,,,,
2011. 10. 20 오후 3:30:00,1857.46,1870.5,1804.11,1805.09,349122,,,,,,,,,,,,,,,,,,,,
2011. 10. 21 오후 3:30:00,1831.89,1843.51,1809.42,1838.38,355182,,,,,,,,,,,,,,,,,,,,
2011. 10. 24 오후 3:30:00,1858.26,1898.32,1858.23,1898.32,373903,,,,,,,,,,,,,,,,,,,,
2011. 10. 25 오후 3:30:00,1900.99,1905.78,1883.68,1888.65,354772,,,,,,,,,,,,,,,,,,,,
2011. 10. 26 오후 3:30:00,1871.69,1896.02,1864.99,1894.31,384785,,,,,,,,,,,,,,,,,,,,
2011. 10. 27 오후 3:30:00,1906.16,1923.98,1891.23,1922.04,418276,,,,,,,,,,,,,,,,,,,,
2011. 10. 28 오후 3:30:00,1961.09,1963.74,1920.81,1929.48,508760,,,,,,,,,,,,,,,,,,,,
2011. 10. 31 오후 3:30:00,1922.31,1941.32,1902.04,1909.03,393703,,,,,,,,,,,,,,,,,,,,
2011. 11. 1 오후 3:30:00,1891.22,1925.08,1891.22,1909.63,353625,,,,,,,,,,,,,,,,,,,,
2011. 11. 2 오후 3:30:00,1870.51,1899.35,1859.83,1898.01,389593,,,,,,,,,,,,,,,,,,,,
2011. 11. 3 오후 3:30:00,1895.14,1895.14,1863.57,1869.96,436424,,,,,,,,,,,,,,,,,,,,
2011. 11. 4 오후 3:30:00,1911.56,1929.01,1906.33,1928.41,466597,,,,,,,,,,,,,,,,,,,,
2011. 11. 7 오후 3:30:00,1932.95,1932.95,1915.38,1919.1,349698,,,,,,,,,,,,,,,,,,,,
2011. 11. 8 오후 3:30:00,1927.89,1928.07,1900.09,1903.14,403211,,,,,,,,,,,,,,,,,,,,
2011. 11. 9 오후 3:30:00,1925.86,1929.65,1897.47,1907.53,434624,,,,,,,,,,,,,,,,,,,,
2011. 11. 10 오후 3:30:00,1860.96,1862.27,1813.25,1813.25,401929,,,,,,,,,,,,,,,,,,,,
2011. 11. 11 오후 3:30:00,1840.98,1863.46,1823.87,1863.45,296906,,,,,,,,,,,,,,,,,,,,
2011. 11. 14 오후 3:30:00,1889.33,1907.62,1889.33,1902.81,327268,,,,,,,,,,,,,,,,,,,,
2011. 11. 15 오후 3:30:00,1888.67,1900.58,1878.42,1886.12,361433,,,,,,,,,,,,,,,,,,,,
2011. 11. 16 오후 3:30:00,1898.14,1911.33,1853.13,1856.07,407755,,,,,,,,,,,,,,,,,,,,
2011. 11. 17 오후 3:30:00,1862.87,1876.88,1835.73,1876.67,353143,,,,,,,,,,,,,,,,,,,,
2011. 11. 18 오후 3:30:00,1839.63,1850.04,1832.17,1839.17,337050,,,,,,,,,,,,,,,,,,,,
2011. 11. 21 오후 3:30:00,1833.9,1833.9,1811.69,1820.03,299736,,,,,,,,,,,,,,,,,,,,
2011. 11. 22 오후 3:30:00,1798.41,1830.84,1797.93,1826.28,271102,,,,,,,,,,,,,,,,,,,,
2011. 11. 23 오후 3:30:00,1820.86,1820.86,1780.24,1783.1,411238,,,,,,,,,,,,,,,,,,,,
2011. 11. 24 오후 3:30:00,1775.82,1800.01,1769.43,1795.06,280369,,,,,,,,,,,,,,,,,,,,
2011. 11. 25 오후 3:30:00,1780.06,1790.81,1766.73,1776.4,306413,,,,,,,,,,,,,,,,,,,,
2011. 11. 28 오후 3:30:00,1804.8,1816.65,1795.39,1815.28,277682,,,,,,,,,,,,,,,,,,,,
2011. 11. 29 오후 3:30:00,1828.3,1856.76,1823.93,1856.52,329521,,,,,,,,,,,,,,,,,,,,
2011. 11. 30 오후 3:30:00,1847.17,1858.1,1838.7,1847.51,334553,,,,,,,,,,,,,,,,,,,,
2011. 12. 1 오후 3:30:00,1911.5,1926.33,1908.33,1916.18,500455,,,,,,,,,,,,,,,,,,,,
2011. 12. 2 오후 3:30:00,1914.41,1920.64,1905.69,1916.04,389329,,,,,,,,,,,,,,,,,,,,
2011. 12. 5 오후 3:30:00,1928.46,1929.18,1911.61,1922.9,330235,,,,,,,,,,,,,,,,,,,,
2011. 12. 6 오후 3:30:00,1914.49,1920.7,1892.01,1902.82,383429,,,,,,,,,,,,,,,,,,,,
2011. 12. 7 오후 3:30:00,1914.5,1921.52,1904.52,1919.42,402803,,,,,,,,,,,,,,,,,,,,
2011. 12. 8 오후 3:30:00,1911.07,1925.56,1898.34,1912.39,426921,,,,,,,,,,,,,,,,,,,,
2011. 12. 9 오후 3:30:00,1883.86,1894.59,1872.67,1874.75,372813,,,,,,,,,,,,,,,,,,,,
2011. 12. 12 오후 3:30:00,1902.75,1903.19,1890.18,1899.76,409625,,,,,,,,,,,,,,,,,,,,
2011. 12. 13 오후 3:30:00,1877.4,1880.4,1863.77,1864.06,450082,,,,,,,,,,,,,,,,,,,,
2011. 12. 14 오후 3:30:00,1852.2,1864.79,1851.89,1857.75,401927,,,,,,,,,,,,,,,,,,,,
2011. 12. 15 오후 3:30:00,1834.82,1840.94,1817.61,1819.11,409620,,,,,,,,,,,,,,,,,,,,
2011. 12. 16 오후 3:30:00,1827.83,1842.94,1823.68,1839.96,489950,,,,,,,,,,,,,,,,,,,,
2011. 12. 19 오후 3:30:00,1829.49,1829.49,1750.6,1776.93,684313,,,,,,,,,,,,,,,,,,,,
2011. 12. 20 오후 3:30:00,1791.62,1797.59,1780.1,1793.06,389772,,,,,,,,,,,,,,,,,,,,
2011. 12. 21 오후 3:30:00,1837.99,1850.67,1831.26,1848.41,516912,,,,,,,,,,,,,,,,,,,,
2011. 12. 22 오후 3:30:00,1841.23,1847.49,1835.91,1847.49,406414,,,,,,,,,,,,,,,,,,,,
2011. 12. 23 오후 3:30:00,1861.07,1872.31,1859.4,1867.22,466331,,,,,,,,,,,,,,,,,,,,
2011. 12. 26 오후 3:30:00,1873.07,1873.79,1851.99,1856.7,434745,,,,,,,,,,,,,,,,,,,,
2011. 12. 27 오후 3:30:00,1856.78,1864.71,1813.48,1842.02,529919,,,,,,,,,,,,,,,,,,,,
2011. 12. 28 오후 3:30:00,1833.26,1833.26,1817.97,1825.12,378657,,,,,,,,,,,,,,,,,,,,
2011. 12. 29 오후 3:30:00,1815.63,1835.19,1806.88,1825.74,344645,,,,,,,,,,,,,,,,,,,,
2012. 1. 2 오후 3:30:00,1831.69,1837.81,1814.55,1826.37,323358,,,,,,,,,,,,,,,,,,,,
2012. 1. 3 오후 3:30:00,1846.56,1875.41,1846.56,1875.41,443474,,,,,,,,,,,,,,,,,,,,
2012. 1. 4 오후 3:30:00,1883.48,1884.69,1866.22,1866.22,494500,,,,,,,,,,,,,,,,,,,,
2012. 1. 5 오후 3:30:00,1869.42,1875.97,1860.57,1863.74,533768,,,,,,,,,,,,,,,,,,,,
2012. 1. 6 오후 3:30:00,1867.12,1867.12,1824.29,1843.14,472680,,,,,,,,,,,,,,,,,,,,
2012. 1. 9 오후 3:30:00,1832.04,1832.04,1810.48,1826.49,395512,,,,,,,,,,,,,,,,,,,,
2012. 1. 10 오후 3:30:00,1841.13,1859.55,1840.47,1853.22,388644,,,,,,,,,,,,,,,,,,,,
2012. 1. 11 오후 3:30:00,1857.54,1857.82,1843.12,1845.55,447955,,,,,,,,,,,,,,,,,,,,
2012. 1. 12 오후 3:30:00,1853.1,1864.57,1837.96,1864.57,476341,,,,,,,,,,,,,,,,,,,,
2012. 1. 13 오후 3:30:00,1865.72,1881.84,1861.53,1875.68,475032,,,,,,,,,,,,,,,,,,,,
2012. 1. 16 오후 3:30:00,1860.77,1863.32,1843.86,1859.27,391915,,,,,,,,,,,,,,,,,,,,
2012. 1. 17 오후 3:30:00,1878.16,1892.76,1878.16,1892.74,431987,,,,,,,,,,,,,,,,,,,,
2012. 1. 18 오후 3:30:00,1891.17,1898.7,1884.33,1892.39,428002,,,,,,,,,,,,,,,,,,,,
2012. 1. 19 오후 3:30:00,1912.43,1914.98,1902.02,1914.97,374371,,,,,,,,,,,,,,,,,,,,
2012. 1. 20 오후 3:30:00,1922.13,1952.09,1922.13,1949.89,404776,,,,,,,,,,,,,,,,,,,,
2012. 1. 25 오후 3:30:00,1947.74,1973.35,1945.14,1952.23,375932,,,,,,,,,,,,,,,,,,,,
2012. 1. 26 오후 3:30:00,1959.19,1962.71,1949.51,1957.18,408022,,,,,,,,,,,,,,,,,,,,
2012. 1. 27 오후 3:30:00,1960.7,1966.2,1949.46,1964.83,448919,,,,,,,,,,,,,,,,,,,,
2012. 1. 30 오후 3:30:00,1956.63,1961.6,1936.14,1940.55,411695,,,,,,,,,,,,,,,,,,,,
2012. 1. 31 오후 3:30:00,1943.25,1960.44,1936.68,1955.79,469194,,,,,,,,,,,,,,,,,,,,
2012. 2. 1 오후 3:30:00,1948.57,1969.8,1947.46,1959.24,501061,,,,,,,,,,,,,,,,,,,,
2012. 2. 2 오후 3:30:00,1982.23,1993.88,1977.32,1984.3,641047,,,,,,,,,,,,,,,,,,,,
2012. 2. 3 오후 3:30:00,1982.24,1982.62,1961.95,1972.34,535879,,,,,,,,,,,,,,,,,,,,
2012. 2. 6 오후 3:30:00,1994.21,1996.05,1964.77,1973.13,523216,,,,,,,,,,,,,,,,,,,,
2012. 2. 7 오후 3:30:00,1976.77,1983.82,1971.33,1981.59,539408,,,,,,,,,,,,,,,,,,,,
2012. 2. 8 오후 3:30:00,1985.21,2003.73,1982.99,2003.73,587908,,,,,,,,,,,,,,,,,,,,
2012. 2. 9 오후 3:30:00,1998.2,2014.62,1978.51,2014.62,557635,,,,,,,,,,,,,,,,,,,,
2012. 2. 10 오후 3:30:00,2010.04,2011.52,1986.96,1993.71,696742,,,,,,,,,,,,,,,,,,,,
2012. 2. 13 오후 3:30:00,2000.66,2010.66,1991.28,2005.74,452786,,,,,,,,,,,,,,,,,,,,
2012. 2. 14 오후 3:30:00,1999.53,2008.65,1995.6,2002.64,515881,,,,,,,,,,,,,,,,,,,,
2012. 2. 15 오후 3:30:00,2012,2026.75,2009.68,2025.32,681465,,,,,,,,,,,,,,,,,,,,
2012. 2. 16 오후 3:30:00,2005.37,2012.44,1995.99,1997.45,696685,,,,,,,,,,,,,,,,,,,,
2012. 2. 17 오후 3:30:00,2025.56,2031.4,2019.79,2023.47,731089,,,,,,,,,,,,,,,,,,,,
2012. 2. 20 오후 3:30:00,2041.51,2047.43,2024.59,2024.9,733914,,,,,,,,,,,,,,,,,,,,
2012. 2. 21 오후 3:30:00,2022.05,2030.46,2007.46,2024.24,709018,,,,,,,,,,,,,,,,,,,,
2012. 2. 22 오후 3:30:00,2018.07,2028.93,2015.3,2028.65,883739,,,,,,,,,,,,,,,,,,,,
2012. 2. 23 오후 3:30:00,2016.46,2016.46,2001.25,2007.8,690116,,,,,,,,,,,,,,,,,,,,
2012. 2. 24 오후 3:30:00,2010.6,2019.9,1998.39,2019.89,717913,,,,,,,,,,,,,,,,,,,,
2012. 2. 27 오후 3:30:00,2013.61,2013.69,1987.74,1991.16,636009,,,,,,,,,,,,,,,,,,,,
2012. 2. 28 오후 3:30:00,1995.93,2006.26,1992.66,2003.69,607928,,,,,,,,,,,,,,,,,,,,
2012. 2. 29 오후 3:30:00,2015.38,2033.63,2015.38,2030.25,562639,,,,,,,,,,,,,,,,,,,,
2012. 3. 2 오후 3:30:00,2041.52,2046.82,2033.5,2034.63,483187,,,,,,,,,,,,,,,,,,,,
2012. 3. 5 오후 3:30:00,2028.97,2030.57,2011.5,2016.06,548008,,,,,,,,,,,,,,,,,,,,
2012. 3. 6 오후 3:30:00,2019.28,2023.83,1988.86,2000.36,554732,,,,,,,,,,,,,,,,,,,,
2012. 3. 7 오후 3:30:00,1968.72,1987.97,1966.69,1982.15,511287,,,,,,,,,,,,,,,,,,,,
2012. 3. 8 오후 3:30:00,1989.3,2004.72,1978.79,2000.76,456093,,,,,,,,,,,,,,,,,,,,
2012. 3. 9 오후 3:30:00,2017.67,2022.95,2001.67,2018.3,416398,,,,,,,,,,,,,,,,,,,,
2012. 3. 12 오후 3:30:00,2018.73,2019.14,2001.5,2002.5,375479,,,,,,,,,,,,,,,,,,,,
2012. 3. 13 오후 3:30:00,2012.91,2028.98,2012.91,2025.04,448922,,,,,,,,,,,,,,,,,,,,
2012. 3. 14 오후 3:30:00,2050.5,2057.28,2045.08,2045.08,541113,,,,,,,,,,,,,,,,,,,,
2012. 3. 15 오후 3:30:00,2044.01,2050.48,2038.6,2043.76,476105,,,,,,,,,,,,,,,,,,,,
2012. 3. 16 오후 3:30:00,2054.63,2054.99,2034.21,2034.44,464242,,,,,,,,,,,,,,,,,,,,
2012. 3. 19 오후 3:30:00,2040.07,2050.87,2036.35,2047,555800,,,,,,,,,,,,,,,,,,,,
2012. 3. 20 오후 3:30:00,2046.38,2055.34,2035.26,2042.15,540336,,,,,,,,,,,,,,,,,,,,
2012. 3. 21 오후 3:30:00,2031.58,2039.8,2022.97,2027.23,517066,,,,,,,,,,,,,,,,,,,,
2012. 3. 22 오후 3:30:00,2026.75,2031.42,2017.93,2026.12,541726,,,,,,,,,,,,,,,,,,,,
2012. 3. 23 오후 3:30:00,2015.07,2029.77,2013.72,2026.83,506769,,,,,,,,,,,,,,,,,,,,
2012. 3. 26 오후 3:30:00,2035.17,2041.05,2012.86,2019.19,436975,,,,,,,,,,,,,,,,,,,,
2012. 3. 27 오후 3:30:00,2042.47,2043.75,2028.39,2039.76,606412,,,,,,,,,,,,,,,,,,,,
2012. 3. 28 오후 3:30:00,2034.35,2038.45,2028.11,2031.74,533800,,,,,,,,,,,,,,,,,,,,
2012. 3. 29 오후 3:30:00,2019.41,2025.23,2004.94,2014.41,470321,,,,,,,,,,,,,,,,,,,,
2012. 3. 30 오후 3:30:00,2011.5,2018.09,2002.61,2014.04,449871,,,,,,,,,,,,,,,,,,,,
2012. 4. 2 오후 3:30:00,2022.42,2031.79,2015.72,2029.29,409917,,,,,,,,,,,,,,,,,,,,
2012. 4. 3 오후 3:30:00,2040.81,2051.8,2038.52,2049.28,593278,,,,,,,,,,,,,,,,,,,,
2012. 4. 4 오후 3:30:00,2046.9,2048.11,2015.57,2018.61,621544,,,,,,,,,,,,,,,,,,,,
2012. 4. 5 오후 3:30:00,2006.27,2030.69,1997.12,2028.77,549308,,,,,,,,,,,,,,,,,,,,
2012. 4. 6 오후 3:30:00,2026.32,2033.49,2022.81,2029.03,536307,,,,,,,,,,,,,,,,,,,,
2012. 4. 9 오후 3:30:00,2008.03,2009.36,1995.8,1997.08,466746,,,,,,,,,,,,,,,,,,,,
2012. 4. 10 오후 3:30:00,2000.77,2011.27,1990.13,1994.41,543735,,,,,,,,,,,,,,,,,,,,
2012. 4. 12 오후 3:30:00,1985.16,1986.63,1969.09,1986.63,391510,,,,,,,,,,,,,,,,,,,,
2012. 4. 13 오후 3:30:00,2001.71,2011.37,1996.23,2008.91,495288,,,,,,,,,,,,,,,,,,,,
2012. 4. 16 오후 3:30:00,1985.28,1998.35,1982.93,1992.63,452523,,,,,,,,,,,,,,,,,,,,
2012. 4. 17 오후 3:30:00,1995.33,1999.5,1982.44,1985.3,445682,,,,,,,,,,,,,,,,,,,,
2012. 4. 18 오후 3:30:00,2014.23,2014.95,2001.59,2004.53,382937,,,,,,,,,,,,,,,,,,,,
2012. 4. 19 오후 3:30:00,2000.4,2008.82,1994.61,1999.86,412119,,,,,,,,,,,,,,,,,,,,
2012. 4. 20 오후 3:30:00,1988.22,1988.22,1970.54,1974.65,518733,,,,,,,,,,,,,,,,,,,,
2012. 4. 23 오후 3:30:00,1971.39,1980.94,1964.12,1972.63,585159,,,,,,,,,,,,,,,,,,,,
2012. 4. 24 오후 3:30:00,1956.75,1972.24,1954.01,1963.42,630804,,,,,,,,,,,,,,,,,,,,
2012. 4. 25 오후 3:30:00,1980.51,1980.51,1961.97,1961.98,681754,,,,,,,,,,,,,,,,,,,,
2012. 4. 26 오후 3:30:00,1976.82,1979.43,1955.05,1964.04,607424,,,,,,,,,,,,,,,,,,,,
2012. 4. 27 오후 3:30:00,1972.05,1983.26,1967.84,1975.35,484704,,,,,,,,,,,,,,,,,,,,
2012. 4. 30 오후 3:30:00,1989.52,1991.12,1975.46,1981.99,837865,,,,,,,,,,,,,,,,,,,,
2012. 5. 2 오후 3:30:00,1994.17,2001.11,1989.55,1999.07,653036,,,,,,,,,,,,,,,,,,,,
2012. 5. 3 오후 3:30:00,1995.78,1998.9,1990.45,1995.11,685809,,,,,,,,,,,,,,,,,,,,
2012. 5. 4 오후 3:30:00,1987.03,1992.1,1981.58,1989.15,608821,,,,,,,,,,,,,,,,,,,,
2012. 5. 7 오후 3:30:00,1956.06,1960.51,1952.42,1956.44,533662,,,,,,,,,,,,,,,,,,,,
2012. 5. 8 오후 3:30:00,1967.28,1969.64,1961.44,1967.01,492688,,,,,,,,,,,,,,,,,,,,
2012. 5. 9 오후 3:30:00,1958.31,1962.04,1945.31,1950.29,468022,,,,,,,,,,,,,,,,,,,,
2012. 5. 10 오후 3:30:00,1944.8,1951.51,1937.14,1944.93,425055,,,,,,,,,,,,,,,,,,,,
2012. 5. 11 오후 3:30:00,1939,1939,1915.69,1917.13,535932,,,,,,,,,,,,,,,,,,,,
2012. 5. 14 오후 3:30:00,1917.26,1921.65,1900.43,1913.73,399003,,,,,,,,,,,,,,,,,,,,
2012. 5. 15 오후 3:30:00,1897.74,1904.99,1881.8,1898.96,524594,,,,,,,,,,,,,,,,,,,,
2012. 5. 16 오후 3:30:00,1886.69,1889.29,1840.23,1840.53,426185,,,,,,,,,,,,,,,,,,,,
2012. 5. 17 오후 3:30:00,1842.83,1856.34,1833.08,1845.24,444286,,,,,,,,,,,,,,,,,,,,
2012. 5. 18 오후 3:30:00,1813.79,1813.79,1779.47,1782.46,547767,,,,,,,,,,,,,,,,,,,,
2012. 5. 21 오후 3:30:00,1801.48,1804.48,1788.33,1799.13,414130,,,,,,,,,,,,,,,,,,,,
2012. 5. 22 오후 3:30:00,1825.82,1831.06,1813.53,1828.69,428370,,,,,,,,,,,,,,,,,,,,
2012. 5. 23 오후 3:30:00,1815.33,1815.33,1796.5,1808.62,447564,,,,,,,,,,,,,,,,,,,,
2012. 5. 24 오후 3:30:00,1807.07,1816.98,1800.74,1814.47,407901,,,,,,,,,,,,,,,,,,,,
2012. 5. 25 오후 3:30:00,1818.62,1831.78,1815.54,1824.17,386489,,,,,,,,,,,,,,,,,,,,
2012. 5. 29 오후 3:30:00,1821.63,1851.94,1817.9,1849.91,327998,,,,,,,,,,,,,,,,,,,,
2012. 5. 30 오후 3:30:00,1846.12,1846.6,1828.83,1844.86,417042,,,,,,,,,,,,,,,,,,,,
2012. 5. 31 오후 3:30:00,1819.99,1843.49,1813.01,1843.47,447945,,,,,,,,,,,,,,,,,,,,
2012. 6. 1 오후 3:30:00,1832.08,1842,1821.98,1834.51,334418,,,,,,,,,,,,,,,,,,,,
2012. 6. 4 오후 3:30:00,1782.58,1794.02,1776.85,1783.13,395063,,,,,,,,,,,,,,,,,,,,
2012. 6. 5 오후 3:30:00,1799.88,1806.11,1791.84,1801.85,338828,,,,,,,,,,,,,,,,,,,,
2012. 6. 7 오후 3:30:00,1839.49,1853.2,1839.49,1847.95,403444,,,,,,,,,,,,,,,,,,,,
2012. 6. 8 오후 3:30:00,1854,1854.59,1832.83,1835.64,379828,,,,,,,,,,,,,,,,,,,,
2012. 6. 11 오후 3:30:00,1860.9,1869.33,1859.74,1867.04,382218,,,,,,,,,,,,,,,,,,,,
2012. 6. 12 오후 3:30:00,1840.56,1857.93,1840.1,1854.74,421369,,,,,,,,,,,,,,,,,,,,
2012. 6. 13 오후 3:30:00,1867.45,1867.45,1849.71,1859.32,558261,,,,,,,,,,,,,,,,,,,,
2012. 6. 14 오후 3:30:00,1856.57,1871.48,1855.06,1871.48,426635,,,,,,,,,,,,,,,,,,,,
2012. 6. 15 오후 3:30:00,1871.48,1871.48,1847.19,1858.16,452511,,,,,,,,,,,,,,,,,,,,
2012. 6. 18 오후 3:30:00,1892.91,1901.11,1887.05,1891.71,376281,,,,,,,,,,,,,,,,,,,,
2012. 6. 19 오후 3:30:00,1885.56,1895.32,1883.56,1891.77,380909,,,,,,,,,,,,,,,,,,,,
2012. 6. 20 오후 3:30:00,1908.19,1908.19,1895.27,1904.12,367741,,,,,,,,,,,,,,,,,,,,
2012. 6. 21 오후 3:30:00,1895.51,1900.44,1879.65,1889.15,390169,,,,,,,,,,,,,,,,,,,,
2012. 6. 22 오후 3:30:00,1861.44,1863.57,1843.57,1847.39,300707,,,,,,,,,,,,,,,,,,,,
2012. 6. 25 오후 3:30:00,1842.76,1842.76,1813.41,1825.38,291234,,,,,,,,,,,,,,,,,,,,
2012. 6. 26 오후 3:30:00,1818.51,1826.66,1814.46,1817.81,313272,,,,,,,,,,,,,,,,,,,,
2012. 6. 27 오후 3:30:00,1815.7,1821.47,1795.16,1817.65,319484,,,,,,,,,,,,,,,,,,,,
2012. 6. 28 오후 3:30:00,1826.37,1827.35,1806.08,1819.18,309660,,,,,,,,,,,,,,,,,,,,
2012. 6. 29 오후 3:30:00,1808.61,1854.01,1801.63,1854.01,320633,,,,,,,,,,,,,,,,,,,,
2012. 7. 2 오후 3:30:00,1864.73,1865.93,1851.28,1851.65,273628,,,,,,,,,,,,,,,,,,,,
2012. 7. 3 오후 3:30:00,1858.7,1871.08,1858.44,1867.82,348202,,,,,,,,,,,,,,,,,,,,
2012. 7. 4 오후 3:30:00,1875.52,1881.68,1871.84,1874.45,336135,,,,,,,,,,,,,,,,,,,,
2012. 7. 5 오후 3:30:00,1870.53,1878.13,1866.91,1875.49,324184,,,,,,,,,,,,,,,,,,,,
2012. 7. 6 오후 3:30:00,1877.74,1880.36,1850.1,1858.2,340653,,,,,,,,,,,,,,,,,,,,
2012. 7. 9 오후 3:30:00,1840.3,1844.32,1833.11,1836.13,282036,,,,,,,,,,,,,,,,,,,,
2012. 7. 10 오후 3:30:00,1843.77,1845.94,1823.79,1829.45,368859,,,,,,,,,,,,,,,,,,,,
2012. 7. 11 오후 3:30:00,1825.53,1827.6,1813.79,1826.39,336687,,,,,,,,,,,,,,,,,,,,
2012. 7. 12 오후 3:30:00,1827.82,1830.77,1785.32,1785.39,320828,,,,,,,,,,,,,,,,,,,,
2012. 7. 13 오후 3:30:00,1790.98,1820.66,1773.67,1812.89,348543,,,,,,,,,,,,,,,,,,,,
2012. 7. 16 오후 3:30:00,1820.34,1821.84,1807.11,1817.79,268353,,,,,,,,,,,,,,,,,,,,
2012. 7. 17 오후 3:30:00,1808.63,1835.64,1802.07,1821.96,412609,,,,,,,,,,,,,,,,,,,,
2012. 7. 18 오후 3:30:00,1821.28,1827.95,1790.36,1794.91,454661,,,,,,,,,,,,,,,,,,,,
2012. 7. 19 오후 3:30:00,1820.84,1830.09,1815.71,1822.96,488683,,,,,,,,,,,,,,,,,,,,
2012. 7. 20 오후 3:30:00,1823.95,1830.26,1818.84,1822.93,412102,,,,,,,,,,,,,,,,,,,,
2012. 7. 23 오후 3:30:00,1799.24,1799.24,1780.01,1789.44,502128,,,,,,,,,,,,,,,,,,,,
2012. 7. 24 오후 3:30:00,1784.47,1796.02,1781.6,1793.93,490621,,,,,,,,,,,,,,,,,,,,
