Date,Open,High,Low,Close,Volume,,,,,,,,,,,,,,,,,,,,
2012. 7. 25 오후 3:30:00,1760.22,1785.84,1758.99,1769.31,468021,,,,,,,,,,,,,,,,,,,,
2012. 7. 26 오후 3:30:00,1778.01,1787.2,1766.81,1782.47,409561,,,,,,,,,,,,,,,,,,,,
2012. 7. 27 오후 3:30:00,1812.98,1829.16,1805.92,1829.16,397606,,,,,,,,,,,,,,,,,,,,
2012. 7. 30 오후 3:30:00,1847.01,1850.27,1841.4,1843.79,337204,,,,,,,,,,,,,,,,,,,,
2012. 7. 31 오후 3:30:00,1845.46,1896.83,1842.51,1881.99,359152,,,,,,,,,,,,,,,,,,,,
2012. 8. 1 오후 3:30:00,1870.58,1886.32,1867.28,1879.93,291295,,,,,,,,,,,,,,,,,,,,
2012. 8. 2 오후 3:30:00,1883.68,1885.89,1864.86,1869.4,270464,,,,,,,,,,,,,,,,,,,,
2012. 8. 3 오후 3:30:00,1846.58,1864.13,1843.87,1848.68,257938,,,,,,,,,,,,,,,,,,,,
2012. 8. 6 오후 3:30:00,1883.62,1894.92,1881.86,1885.88,245574,,,,,,,,,,,,,,,,,,,,
2012. 8. 7 오후 3:30:00,1883.82,1891.6,1881.66,1886.8,325270,,,,,,,,,,,,,,,,,,,,
2012. 8. 8 오후 3:30:00,1896.58,1919.61,1896.56,1903.23,485570,,,,,,,,,,,,,,,,,,,,
2012. 8. 9 오후 3:30:00,1907.13,1947.08,1907.13,1940.59,495272,,,,,,,,,,,,,,,,,,,,
2012. 8. 10 오후 3:30:00,1937.89,1948.05,1933.93,1946.4,326529,,,,,,,,,,,,,,,,,,,,
2012. 8. 13 오후 3:30:00,1945.33,1946.2,1932.4,1932.44,352650,,,,,,,,,,,,,,,,,,,,
2012. 8. 14 오후 3:30:00,1942.61,1957.15,1939.45,1956.96,341112,,,,,,,,,,,,,,,,,,,,
2012. 8. 16 오후 3:30:00,1956.35,1959.92,1947.26,1957.91,430510,,,,,,,,,,,,,,,,,,,,
2012. 8. 17 오후 3:30:00,1964.07,1964.07,1941.79,1946.54,372453,,,,,,,,,,,,,,,,,,,,
2012. 8. 20 오후 3:30:00,1944.67,1949.89,1938.25,1946.31,357941,,,,,,,,,,,,,,,,,,,,
2012. 8. 21 오후 3:30:00,1954.51,1961.07,1942.61,1943.22,407533,,,,,,,,,,,,,,,,,,,,
2012. 8. 22 오후 3:30:00,1939.6,1947.43,1917.48,1935.19,422801,,,,,,,,,,,,,,,,,,,,
2012. 8. 23 오후 3:30:00,1934.56,1942.97,1924.5,1942.54,604385,,,,,,,,,,,,,,,,,,,,
2012. 8. 24 오후 3:30:00,1921.08,1927.1,1913.75,1919.81,631348,,,,,,,,,,,,,,,,,,,,
2012. 8. 27 오후 3:30:00,1909.02,1925.15,1907.5,1917.87,572932,,,,,,,,,,,,,,,,,,,,
2012. 8. 28 오후 3:30:00,1922.02,1925.7,1910.58,1916.33,611920,,,,,,,,,,,,,,,,,,,,
2012. 8. 29 오후 3:30:00,1920.49,1931,1914.82,1928.54,592385,,,,,,,,,,,,,,,,,,,,
2012. 8. 30 오후 3:30:00,1922.82,1922.82,1897.07,1906.38,747759,,,,,,,,,,,,,,,,,,,,
2012. 8. 31 오후 3:30:00,1897.16,1912.24,1896.84,1905.12,659107,,,,,,,,,,,,,,,,,,,,
2012. 9. 3 오후 3:30:00,1909.06,1921.84,1885.03,1912.71,597138,,,,,,,,,,,,,,,,,,,,
2012. 9. 4 오후 3:30:00,1911.47,1916.16,1906.22,1907.13,881536,,,,,,,,,,,,,,,,,,,,
2012. 9. 5 오후 3:30:00,1894.7,1894.7,1874.03,1874.03,624137,,,,,,,,,,,,,,,,,,,,
2012. 9. 6 오후 3:30:00,1881.54,1888.18,1873.49,1881.24,752888,,,,,,,,,,,,,,,,,,,,
2012. 9. 7 오후 3:30:00,1918.36,1929.58,1915.56,1929.58,597675,,,,,,,,,,,,,,,,,,,,
2012. 9. 10 오후 3:30:00,1934.63,1937.85,1924.7,1924.7,620841,,,,,,,,,,,,,,,,,,,,
2012. 9. 11 오후 3:30:00,1920.46,1923.09,1912.47,1920,718729,,,,,,,,,,,,,,,,,,,,
2012. 9. 12 오후 3:30:00,1931.44,1953.03,1927.75,1950.03,708399,,,,,,,,,,,,,,,,,,,,
2012. 9. 13 오후 3:30:00,1948.27,1955.03,1938.74,1950.69,983078,,,,,,,,,,,,,,,,,,,,
2012. 9. 14 오후 3:30:00,1994.42,2008.97,1991.13,2007.58,1023863,,,,,,,,,,,,,,,,,,,,
2012. 9. 17 오후 3:30:00,2005.54,2011.5,1997.79,2002.35,881693,,,,,,,,,,,,,,,,,,,,
2012. 9. 18 오후 3:30:00,1998.3,2005.73,1995.83,2004.96,855269,,,,,,,,,,,,,,,,,,,,
2012. 9. 19 오후 3:30:00,2000.2,2012.74,1993.91,2007.88,959922,,,,,,,,,,,,,,,,,,,,
2012. 9. 20 오후 3:30:00,1997.65,2004.54,1987.94,1990.33,618389,,,,,,,,,,,,,,,,,,,,
2012. 9. 21 오후 3:30:00,2000.05,2005.11,1991.56,2002.37,649195,,,,,,,,,,,,,,,,,,,,
2012. 9. 24 오후 3:30:00,1996.42,2005.45,1977.7,2003.44,482969,,,,,,,,,,,,,,,,,,,,
2012. 9. 25 오후 3:30:00,1994.08,2004.26,1988.88,1991.41,528994,,,,,,,,,,,,,,,,,,,,
2012. 9. 26 오후 3:30:00,1973.11,1986.28,1968.85,1980.44,1209791,,,,,,,,,,,,,,,,,,,,
2012. 9. 27 오후 3:30:00,1969.65,1991.26,1969.6,1988.7,693724,,,,,,,,,,,,,,,,,,,,
2012. 9. 28 오후 3:30:00,2000.01,2000.01,1988.41,1996.21,678168,,,,,,,,,,,,,,,,,,,,
2012. 10. 2 오후 3:30:00,1998.52,2003.63,1995.12,1996.03,496277,,,,,,,,,,,,,,,,,,,,
2012. 10. 4 오후 3:30:00,1998.73,1998.99,1983.03,1992.68,596926,,,,,,,,,,,,,,,,,,,,
2012. 10. 5 오후 3:30:00,2004.62,2007.84,1991.21,1995.17,681223,,,,,,,,,,,,,,,,,,,,
2012. 10. 8 오후 3:30:00,1994.05,1994.05,1979.24,1981.89,508308,,,,,,,,,,,,,,,,,,,,
2012. 10. 9 오후 3:30:00,1982.09,1992.32,1979,1979.04,516873,,,,,,,,,,,,,,,,,,,,
2012. 10. 10 오후 3:30:00,1961.9,1962.72,1948.22,1948.22,449389,,,,,,,,,,,,,,,,,,,,
2012. 10. 11 오후 3:30:00,1934.49,1949.74,1919.82,1933.09,464109,,,,,,,,,,,,,,,,,,,,
2012. 10. 12 오후 3:30:00,1937.85,1940.32,1927.39,1933.26,398787,,,,,,,,,,,,,,,,,,,,
2012. 10. 15 오후 3:30:00,1927.82,1937.15,1921.32,1925.59,567910,,,,,,,,,,,,,,,,,,,,
2012. 10. 16 오후 3:30:00,1942.51,1944.22,1931.09,1941.54,538401,,,,,,,,,,,,,,,,,,,,
2012. 10. 17 오후 3:30:00,1955.78,1965.53,1949.71,1955.15,499782,,,,,,,,,,,,,,,,,,,,
2012. 10. 18 오후 3:30:00,1960.39,1963.53,1954.1,1959.12,494959,,,,,,,,,,,,,,,,,,,,
2012. 10. 19 오후 3:30:00,1954.33,1958.64,1938.96,1943.84,383230,,,,,,,,,,,,,,,,,,,,
2012. 10. 22 오후 3:30:00,1910.98,1942.64,1910.23,1941.59,458102,,,,,,,,,,,,,,,,,,,,
2012. 10. 23 오후 3:30:00,1943.79,1944.38,1926.81,1926.81,538988,,,,,,,,,,,,,,,,,,,,
2012. 10. 24 오후 3:30:00,1907.16,1922.02,1901.62,1913.96,564642,,,,,,,,,,,,,,,,,,,,
2012. 10. 25 오후 3:30:00,1906.91,1924.51,1904.95,1924.5,438066,,,,,,,,,,,,,,,,,,,,
2012. 10. 26 오후 3:30:00,1917.64,1921.25,1890.15,1891.43,437521,,,,,,,,,,,,,,,,,,,,
2012. 10. 29 오후 3:30:00,1901.83,1905.22,1884.77,1891.52,371725,,,,,,,,,,,,,,,,,,,,
2012. 10. 30 오후 3:30:00,1894.05,1913.52,1893.75,1899.58,334133,,,,,,,,,,,,,,,,,,,,
2012. 10. 31 오후 3:30:00,1912.83,1918.4,1909.08,1912.06,397245,,,,,,,,,,,,,,,,,,,,
2012. 11. 1 오후 3:30:00,1903.57,1904.99,1887.56,1898.44,402382,,,,,,,,,,,,,,,,,,,,
2012. 11. 2 오후 3:30:00,1920.55,1921.98,1915.11,1918.72,441214,,,,,,,,,,,,,,,,,,,,
2012. 11. 5 오후 3:30:00,1905.46,1914.38,1903.32,1908.22,343425,,,,,,,,,,,,,,,,,,,,
2012. 11. 6 오후 3:30:00,1911.83,1928.17,1908.49,1928.17,545831,,,,,,,,,,,,,,,,,,,,
2012. 11. 7 오후 3:30:00,1933.79,1937.55,1916.81,1937.55,556714,,,,,,,,,,,,,,,,,,,,
2012. 11. 8 오후 3:30:00,1912.64,1918.69,1905.62,1914.41,659652,,,,,,,,,,,,,,,,,,,,
2012. 11. 9 오후 3:30:00,1893.09,1907.57,1879.06,1904.41,636225,,,,,,,,,,,,,,,,,,,,
2012. 11. 12 오후 3:30:00,1899.3,1903.81,1892.68,1900.87,473260,,,,,,,,,,,,,,,,,,,,
2012. 11. 13 오후 3:30:00,1904.19,1904.97,1881.85,1889.7,494879,,,,,,,,,,,,,,,,,,,,
2012. 11. 14 오후 3:30:00,1904.19,1904.97,1880.61,1894.04,533942,,,,,,,,,,,,,,,,,,,,
2012. 11. 15 오후 3:30:00,1870.29,1875.49,1859.79,1870.72,450852,,,,,,,,,,,,,,,,,,,,
2012. 11. 16 오후 3:30:00,1865.81,1872.69,1856.81,1860.83,465049,,,,,,,,,,,,,,,,,,,,
2012. 11. 19 오후 3:30:00,1869.76,1884.11,1869.23,1878.1,349357,,,,,,,,,,,,,,,,,,,,
2012. 11. 20 오후 3:30:00,1896.58,1897.56,1886.34,1890.18,372345,,,,,,,,,,,,,,,,,,,,
2012. 11. 21 오후 3:30:00,1895.72,1899.6,1878.25,1884.04,380800,,,,,,,,,,,,,,,,,,,,
2012. 11. 22 오후 3:30:00,1894.66,1903.27,1893.18,1899.5,412816,,,,,,,,,,,,,,,,,,,,
2012. 11. 23 오후 3:30:00,1901.73,1911.33,1894.58,1911.33,329950,,,,,,,,,,,,,,,,,,,,
2012. 11. 26 오후 3:30:00,1918.01,1918.11,1905.95,1908.51,276751,,,,,,,,,,,,,,,,,,,,
2012. 11. 27 오후 3:30:00,1917.14,1930.24,1913.97,1925.2,588281,,,,,,,,,,,,,,,,,,,,
2012. 11. 28 오후 3:30:00,1916.31,1916.76,1906.2,1912.78,408907,,,,,,,,,,,,,,,,,,,,
2012. 11. 29 오후 3:30:00,1922.86,1935.1,1922.51,1934.85,388790,,,,,,,,,,,,,,,,,,,,
2012. 11. 30 오후 3:30:00,1932.71,1941.84,1927.98,1932.9,337273,,,,,,,,,,,,,,,,,,,,
2012. 12. 3 오후 3:30:00,1937.28,1944.75,1933.67,1940.02,314887,,,,,,,,,,,,,,,,,,,,
2012. 12. 4 오후 3:30:00,1932.66,1938.28,1928.09,1935.18,294802,,,,,,,,,,,,,,,,,,,,
2012. 12. 5 오후 3:30:00,1933.45,1949.7,1930.15,1947.04,492575,,,,,,,,,,,,,,,,,,,,
2012. 12. 6 오후 3:30:00,1948.55,1955.07,1946.03,1949.62,345316,,,,,,,,,,,,,,,,,,,,
2012. 12. 7 오후 3:30:00,1953.17,1963.06,1952.83,1957.45,413445,,,,,,,,,,,,,,,,,,,,
2012. 12. 10 오후 3:30:00,1965.71,1970.19,1955.39,1957.42,367565,,,,,,,,,,,,,,,,,,,,
2012. 12. 11 오후 3:30:00,1962.52,1965.68,1956.75,1964.62,404827,,,,,,,,,,,,,,,,,,,,
2012. 12. 12 오후 3:30:00,1972.33,1975.44,1966.91,1975.44,459714,,,,,,,,,,,,,,,,,,,,
2012. 12. 13 오후 3:30:00,1976.18,2002.78,1976.18,2002.77,421459,,,,,,,,,,,,,,,,,,,,
2012. 12. 14 오후 3:30:00,1989.42,1999.65,1985.19,1995.04,350496,,,,,,,,,,,,,,,,,,,,
2012. 12. 17 오후 3:30:00,1993.18,1999.38,1981.13,1983.07,366677,,,,,,,,,,,,,,,,,,,,
2012. 12. 18 오후 3:30:00,1990.72,1993.09,1979.22,1993.09,454272,,,,,,,,,,,,,,,,,,,,
2012. 12. 20 오후 3:30:00,2002.11,2006.08,1991.81,1999.5,421933,,,,,,,,,,,,,,,,,,,,
2012. 12. 21 오후 3:30:00,2004.61,2004.67,1976.09,1980.42,553671,,,,,,,,,,,,,,,,,,,,
2012. 12. 24 오후 3:30:00,1984.18,1985.57,1977,1981.82,348173,,,,,,,,,,,,,,,,,,,,
2012. 12. 26 오후 3:30:00,1992.1,2000.92,1982.25,1982.25,457994,,,,,,,,,,,,,,,,,,,,
2012. 12. 27 오후 3:30:00,1979.46,1987.91,1971.53,1987.35,376071,,,,,,,,,,,,,,,,,,,,
2012. 12. 28 오후 3:30:00,1984.84,2002.67,1984.84,1997.05,302926,,,,,,,,,,,,,,,,,,,,
2013. 1. 2 오후 3:30:00,2013.74,2033.66,2012.3,2031.1,364079,,,,,,,,,,,,,,,,,,,,
2013. 1. 3 오후 3:30:00,2041.24,2042.48,2018.49,2019.41,491014,,,,,,,,,,,,,,,,,,,,
2013. 1. 4 오후 3:30:00,2017.88,2018.63,2001.53,2011.94,378862,,,,,,,,,,,,,,,,,,,,
2013. 1. 7 오후 3:30:00,2012.15,2014,1996.47,2011.25,536219,,,,,,,,,,,,,,,,,,,,
2013. 1. 8 오후 3:30:00,2003.22,2009.99,1997.91,1997.94,493727,,,,,,,,,,,,,,,,,,,,
2013. 1. 9 오후 3:30:00,2001.98,2007.72,1989.48,1991.81,607580,,,,,,,,,,,,,,,,,,,,
2013. 1. 10 오후 3:30:00,1993.87,2008.47,1988.04,2006.8,500778,,,,,,,,,,,,,,,,,,,,
2013. 1. 11 오후 3:30:00,2017.38,2017.92,1984.16,1996.67,472562,,,,,,,,,,,,,,,,,,,,
2013. 1. 14 오후 3:30:00,1993.82,2007.04,1989.24,2007.04,454751,,,,,,,,,,,,,,,,,,,,
2013. 1. 15 오후 3:30:00,2006.89,2016.37,1983.74,1983.74,546219,,,,,,,,,,,,,,,,,,,,
2013. 1. 16 오후 3:30:00,1988.44,1996.46,1970.01,1977.45,457617,,,,,,,,,,,,,,,,,,,,
2013. 1. 17 오후 3:30:00,1983.67,1986.34,1964.62,1974.27,828725,,,,,,,,,,,,,,,,,,,,
2013. 1. 18 오후 3:30:00,1987.65,1988.47,1976.72,1987.85,583334,,,,,,,,,,,,,,,,,,,,
2013. 1. 21 오후 3:30:00,1987.96,1991.98,1972.64,1986.86,446596,,,,,,,,,,,,,,,,,,,,
2013. 1. 22 오후 3:30:00,1986.58,1999.35,1981.88,1996.52,553441,,,,,,,,,,,,,,,,,,,,
2013. 1. 23 오후 3:30:00,2003.37,2008.06,1980.41,1980.41,491355,,,,,,,,,,,,,,,,,,,,
2013. 1. 24 오후 3:30:00,1970.85,1980.03,1960.75,1964.48,558392,,,,,,,,,,,,,,,,,,,,
2013. 1. 25 오후 3:30:00,1966.4,1966.83,1934.89,1946.69,401830,,,,,,,,,,,,,,,,,,,,
2013. 1. 28 오후 3:30:00,1940.33,1943.49,1930.37,1939.71,349465,,,,,,,,,,,,,,,,,,,,
2013. 1. 29 오후 3:30:00,1946.11,1958.88,1944.81,1955.96,465008,,,,,,,,,,,,,,,,,,,,
2013. 1. 30 오후 3:30:00,1961.92,1967.29,1950.67,1964.43,523257,,,,,,,,,,,,,,,,,,,,
2013. 1. 31 오후 3:30:00,1960.78,1965.92,1954.53,1961.94,399576,,,,,,,,,,,,,,,,,,,,
2013. 2. 1 오후 3:30:00,1964.75,1966.54,1942.44,1957.79,385886,,,,,,,,,,,,,,,,,,,,
2013. 2. 4 오후 3:30:00,1968.95,1969.13,1952.83,1953.21,345360,,,,,,,,,,,,,,,,,,,,
2013. 2. 5 오후 3:30:00,1936.92,1944,1928.75,1938.18,366687,,,,,,,,,,,,,,,,,,,,
2013. 2. 6 오후 3:30:00,1943.33,1944.44,1935.44,1936.19,349220,,,,,,,,,,,,,,,,,,,,
2013. 2. 7 오후 3:30:00,1939.42,1946.67,1931.1,1931.77,412163,,,,,,,,,,,,,,,,,,,,
2013. 2. 8 오후 3:30:00,1930,1955.86,1929.81,1950.9,291212,,,,,,,,,,,,,,,,,,,,
2013. 2. 12 오후 3:30:00,1958.46,1958.65,1943.63,1945.79,307482,,,,,,,,,,,,,,,,,,,,
2013. 2. 13 오후 3:30:00,1952.86,1976.07,1950.58,1976.07,331012,,,,,,,,,,,,,,,,,,,,
2013. 2. 14 오후 3:30:00,1977.42,1986.14,1972.8,1979.61,336033,,,,,,,,,,,,,,,,,,,,
2013. 2. 15 오후 3:30:00,1981.06,1982.76,1976.12,1981.18,598838,,,,,,,,,,,,,,,,,,,,
2013. 2. 18 오후 3:30:00,1979.42,1985.41,1973.65,1981.91,420692,,,,,,,,,,,,,,,,,,,,
2013. 2. 19 오후 3:30:00,1981.96,1990.09,1979.85,1985.83,344264,,,,,,,,,,,,,,,,,,,,
2013. 2. 20 오후 3:30:00,1997.04,2024.64,1995.31,2024.64,407731,,,,,,,,,,,,,,,,,,,,
2013. 2. 21 오후 3:30:00,2014.5,2021.24,2010.91,2015.22,391185,,,,,,,,,,,,,,,,,,,,
2013. 2. 22 오후 3:30:00,2007.34,2029.44,2006.59,2018.89,409122,,,,,,,,,,,,,,,,,,,,
2013. 2. 25 오후 3:30:00,2022.51,2022.77,2008.78,2009.52,338228,,,,,,,,,,,,,,,,,,,,
2013. 2. 26 오후 3:30:00,1993.12,2005.86,1991.96,2000.01,433409,,,,,,,,,,,,,,,,,,,,
2013. 2. 27 오후 3:30:00,2008.94,2014.96,1999.65,2004.04,417073,,,,,,,,,,,,,,,,,,,,
2013. 2. 28 오후 3:30:00,2019.05,2030.85,2016.15,2026.49,421957,,,,,,,,,,,,,,,,,,,,
2013. 3. 4 오후 3:30:00,2028.55,2029.32,2011.09,2013.15,357436,,,,,,,,,,,,,,,,,,,,
2013. 3. 5 오후 3:30:00,2022.41,2031.65,2016.6,2016.61,491944,,,,,,,,,,,,,,,,,,,,
2013. 3. 6 오후 3:30:00,2033.17,2033.89,2016.65,2020.74,395368,,,,,,,,,,,,,,,,,,,,
2013. 3. 7 오후 3:30:00,2018.63,2018.63,1998.29,2004.4,386477,,,,,,,,,,,,,,,,,,,,
2013. 3. 8 오후 3:30:00,2001.97,2007.37,1994.25,2006.01,312058,,,,,,,,,,,,,,,,,,,,
2013. 3. 11 오후 3:30:00,2000.57,2006.3,1982.38,2003.35,398284,,,,,,,,,,,,,,,,,,,,
2013. 3. 12 오후 3:30:00,2006.84,2007.44,1990.17,1993.34,390221,,,,,,,,,,,,,,,,,,,,
2013. 3. 13 오후 3:30:00,1994.79,1999.73,1988.19,1999.73,353043,,,,,,,,,,,,,,,,,,,,
2013. 3. 14 오후 3:30:00,2000.07,2002.13,1978.57,2002.13,330920,,,,,,,,,,,,,,,,,,,,
2013. 3. 15 오후 3:30:00,2009.71,2009.71,1985.91,1986.5,307400,,,,,,,,,,,,,,,,,,,,
2013. 3. 18 오후 3:30:00,1974.71,1982.92,1968.18,1968.18,304266,,,,,,,,,,,,,,,,,,,,
2013. 3. 19 오후 3:30:00,1978.41,1989.46,1973.23,1978.56,326790,,,,,,,,,,,,,,,,,,,,
2013. 3. 20 오후 3:30:00,1969.19,1978.17,1959.4,1959.41,332896,,,,,,,,,,,,,,,,,,,,
2013. 3. 21 오후 3:30:00,1969.3,1973.26,1950.82,1950.82,262864,,,,,,,,,,,,,,,,,,,,
2013. 3. 22 오후 3:30:00,1949.03,1956.33,1946.05,1948.71,259616,,,,,,,,,,,,,,,,,,,,
2013. 3. 25 오후 3:30:00,1968.85,1981.75,1968.14,1977.67,276299,,,,,,,,,,,,,,,,,,,,
2013. 3. 26 오후 3:30:00,1976.81,1990.23,1975.6,1983.7,298848,,,,,,,,,,,,,,,,,,,,
2013. 3. 27 오후 3:30:00,1991.91,1996.56,1973.72,1993.44,362611,,,,,,,,,,,,,,,,,,,,
2013. 3. 28 오후 3:30:00,1989.7,1995.31,1985.45,1993.52,367681,,,,,,,,,,,,,,,,,,,,
2013. 3. 29 오후 3:30:00,2007.12,2013.21,2003.96,2004.89,341599,,,,,,,,,,,,,,,,,,,,
2013. 4. 1 오후 3:30:00,2009.94,2010.15,1994.54,1995.99,269152,,,,,,,,,,,,,,,,,,,,
2013. 4. 2 오후 3:30:00,1996.81,2001.78,1973.27,1986.15,496114,,,,,,,,,,,,,,,,,,,,
2013. 4. 3 오후 3:30:00,1990.71,1992.4,1972.02,1983.22,396383,,,,,,,,,,,,,,,,,,,,
2013. 4. 4 오후 3:30:00,1963.39,1965.19,1938.89,1959.45,415397,,,,,,,,,,,,,,,,,,,,
2013. 4. 5 오후 3:30:00,1948.33,1952.1,1916.77,1927.23,372650,,,,,,,,,,,,,,,,,,,,
2013. 4. 8 오후 3:30:00,1927.04,1933.95,1918.69,1918.69,313345,,,,,,,,,,,,,,,,,,,,
2013. 4. 9 오후 3:30:00,1918.13,1934.74,1901.96,1920.74,356632,,,,,,,,,,,,,,,,,,,,
2013. 4. 10 오후 3:30:00,1933.73,1939.19,1923.43,1935.58,320151,,,,,,,,,,,,,,,,,,,,
2013. 4. 11 오후 3:30:00,1944.53,1949.8,1926.54,1949.8,386577,,,,,,,,,,,,,,,,,,,,
2013. 4. 12 오후 3:30:00,1954.22,1956.21,1919.9,1924.23,407383,,,,,,,,,,,,,,,,,,,,
2013. 4. 15 오후 3:30:00,1916.06,1927.72,1907.35,1920.45,332949,,,,,,,,,,,,,,,,,,,,
2013. 4. 16 오후 3:30:00,1900.18,1926.65,1896.69,1922.21,393055,,,,,,,,,,,,,,,,,,,,
2013. 4. 17 오후 3:30:00,1934.61,1934.82,1910.78,1923.84,415255,,,,,,,,,,,,,,,,,,,,
2013. 4. 18 오후 3:30:00,1916.55,1919.53,1900.05,1900.06,343475,,,,,,,,,,,,,,,,,,,,
2013. 4. 19 오후 3:30:00,1899.35,1910.24,1888.3,1906.75,331260,,,,,,,,,,,,,,,,,,,,
2013. 4. 22 오후 3:30:00,1903.97,1926.31,1901.98,1926.31,258759,,,,,,,,,,,,,,,,,,,,
2013. 4. 23 오후 3:30:00,1924.43,1924.79,1908.77,1918.63,260475,,,,,,,,,,,,,,,,,,,,
2013. 4. 24 오후 3:30:00,1931.06,1939.35,1921.03,1935.31,341103,,,,,,,,,,,,,,,,,,,,
2013. 4. 25 오후 3:30:00,1937.88,1951.66,1935.81,1951.6,334963,,,,,,,,,,,,,,,,,,,,
2013. 4. 26 오후 3:30:00,1949.92,1951.86,1942.37,1944.56,280158,,,,,,,,,,,,,,,,,,,,
2013. 4. 29 오후 3:30:00,1948.87,1948.97,1934.68,1940.7,266047,,,,,,,,,,,,,,,,,,,,
2013. 4. 30 오후 3:30:00,1947.07,1967.06,1946.99,1963.95,403075,,,,,,,,,,,,,,,,,,,,
2013. 5. 2 오후 3:30:00,1961.67,1966.68,1954.28,1957.21,349693,,,,,,,,,,,,,,,,,,,,
2013. 5. 3 오후 3:30:00,1967.88,1968.04,1953.4,1965.71,312534,,,,,,,,,,,,,,,,,,,,
2013. 5. 6 오후 3:30:00,1977.44,1983.64,1960.14,1961.48,294945,,,,,,,,,,,,,,,,,,,,
2013. 5. 7 오후 3:30:00,1962.28,1962.87,1951.27,1954.35,299864,,,,,,,,,,,,,,,,,,,,
2013. 5. 8 오후 3:30:00,1961.73,1964.08,1952.38,1956.45,337936,,,,,,,,,,,,,,,,,,,,
2013. 5. 9 오후 3:30:00,1963.61,1982.32,1961.5,1979.45,332552,,,,,,,,,,,,,,,,,,,,
2013. 5. 10 오후 3:30:00,1975.48,1975.48,1944.75,1944.75,283839,,,,,,,,,,,,,,,,,,,,
2013. 5. 13 오후 3:30:00,1936.86,1948.7,1935.57,1948.7,251571,,,,,,,,,,,,,,,,,,,,
2013. 5. 14 오후 3:30:00,1954.39,1972.5,1954.13,1968.83,328475,,,,,,,,,,,,,,,,,,,,
2013. 5. 15 오후 3:30:00,1971.96,1972.44,1963.52,1971.26,246959,,,,,,,,,,,,,,,,,,,,
2013. 5. 16 오후 3:30:00,1980.03,1991.98,1980.03,1986.81,322202,,,,,,,,,,,,,,,,,,,,
2013. 5. 20 오후 3:30:00,1990.36,1991.27,1982.43,1982.43,274386,,,,,,,,,,,,,,,,,,,,
2013. 5. 21 오후 3:30:00,1994.02,1995.1,1976.17,1981.09,245783,,,,,,,,,,,,,,,,,,,,
2013. 5. 22 오후 3:30:00,1991.76,1998.7,1987.23,1993.83,326447,,,,,,,,,,,,,,,,,,,,
2013. 5. 23 오후 3:30:00,1985.91,1991.35,1969.19,1969.19,342935,,,,,,,,,,,,,,,,,,,,
2013. 5. 24 오후 3:30:00,1979.35,1979.93,1961.59,1973.45,273551,,,,,,,,,,,,,,,,,,,,
2013. 5. 27 오후 3:30:00,1974.59,1984.13,1971.53,1979.97,256075,,,,,,,,,,,,,,,,,,,,
2013. 5. 28 오후 3:30:00,1983.58,1991.2,1978.89,1986.22,311410,,,,,,,,,,,,,,,,,,,,
2013. 5. 29 오후 3:30:00,1993.69,2009.43,1992.68,2001.2,362632,,,,,,,,,,,,,,,,,,,,
2013. 5. 30 오후 3:30:00,1999.83,2008.23,1997.84,2000.1,435686,,,,,,,,,,,,,,,,,,,,
2013. 5. 31 오후 3:30:00,2009.25,2013.29,2000.82,2001.05,397505,,,,,,,,,,,,,,,,,,,,
2013. 6. 3 오후 3:30:00,1993.11,2000.56,1989.51,1989.57,333503,,,,,,,,,,,,,,,,,,,,
2013. 6. 4 오후 3:30:00,1998.38,1999.73,1979.42,1989.51,334899,,,,,,,,,,,,,,,,,,,,
2013. 6. 5 오후 3:30:00,1988.94,1989.29,1959.19,1959.19,340500,,,,,,,,,,,,,,,,,,,,
2013. 6. 7 오후 3:30:00,1953.83,1954.82,1923.84,1923.85,341120,,,,,,,,,,,,,,,,,,,,
2013. 6. 10 오후 3:30:00,1927.19,1934.92,1923.59,1932.7,271732,,,,,,,,,,,,,,,,,,,,
2013. 6. 11 오후 3:30:00,1933.1,1933.34,1910.05,1920.68,288159,,,,,,,,,,,,,,,,,,,,
2013. 6. 12 오후 3:30:00,1913.6,1921.54,1907.29,1909.91,253381,,,,,,,,,,,,,,,,,,,,
2013. 6. 13 오후 3:30:00,1905.1,1911.04,1881.24,1882.73,306431,,,,,,,,,,,,,,,,,,,,
2013. 6. 14 오후 3:30:00,1895.77,1896.6,1881.5,1889.24,279281,,,,,,,,,,,,,,,,,,,,
2013. 6. 17 오후 3:30:00,1889.45,1897.7,1878.4,1883.1,264448,,,,,,,,,,,,,,,,,,,,
2013. 6. 18 오후 3:30:00,1887.72,1900.63,1872.7,1900.62,278589,,,,,,,,,,,,,,,,,,,,
2013. 6. 19 오후 3:30:00,1899.5,1899.5,1883.41,1888.31,279751,,,,,,,,,,,,,,,,,,,,
2013. 6. 20 오후 3:30:00,1864.37,1873.18,1844.41,1850.49,355761,,,,,,,,,,,,,,,,,,,,
2013. 6. 21 오후 3:30:00,1806.4,1823.99,1806.02,1822.83,290458,,,,,,,,,,,,,,,,,,,,
2013. 6. 24 오후 3:30:00,1821.22,1821.22,1798.98,1799.01,220936,,,,,,,,,,,,,,,,,,,,
2013. 6. 25 오후 3:30:00,1790.33,1807.62,1770.53,1780.63,332240,,,,,,,,,,,,,,,,,,,,
2013. 6. 26 오후 3:30:00,1799.74,1799.74,1772.49,1783.45,296935,,,,,,,,,,,,,,,,,,,,
